t,wm
0,0
0.0100502512562814,0.885452374663575
0.0201005025125628,4.20789018365086
0.0301507537688442,3.11048751089225
0.0402010050251256,6.53535044500112
0.050251256281407,5.10735515074156
0.0603015075376884,8.38886481125756
0.0703517587939698,7.02589009303564
0.0804020100502513,10.0137493602608
0.0904522613065327,8.9636452080143
0.100502512562814,11.4682634673965
0.110552763819095,10.9805139481094
0.120603015075377,12.8057637980095
0.130653266331658,13.0858791768919
0.14070351758794,14.1154151532045
0.150753768844221,15.227740274377
0.160804020100503,15.5262810745911
0.170854271356784,17.3052358617727
0.180904522613065,17.1754309178748
0.190954773869347,19.2171798331024
0.201005025125628,19.1388065307917
0.21105527638191,20.9384611413912
0.221105527638191,21.3450593803964
0.231155778894472,22.5789700392512
0.241206030150754,23.5857083495873
0.251256281407035,24.3162196925211
0.261306532663317,25.6477102707025
0.271356783919598,26.2420326963253
0.281407035175879,27.4776228241939
0.291457286432161,28.2551038230512
0.301507537688442,29.1998097798279
0.311557788944724,30.162075708744
0.321608040201005,30.9385542350252
0.331658291457286,31.8831220705323
0.341708542713568,32.6689254028148
0.351758793969849,33.4871413311094
0.361809045226131,34.2953607733979
0.371859296482412,35.0380095594133
0.381909547738693,35.7967985225691
0.391959798994975,36.5160455601417
0.402010050251256,37.2105867741542
0.412060301507538,37.893980292875
0.422110552763819,38.5475564501707
0.4321608040201,39.1818001003795
0.442211055276382,39.7975685615032
0.452261306532663,40.3900734653868
0.462311557788945,40.9635466885887
0.472361809045226,41.5179605999357
0.482412060301508,42.0523183276252
0.492462311557789,42.5683063140688
0.50251256281407,43.0662236491044
0.512562814070352,43.546089306187
0.522613065326633,44.0087462673292
0.532663316582915,44.4546613110024
0.542713567839196,44.8841573941883
0.552763819095477,45.2978117023356
0.562814070351759,45.6961210331522
0.57286432160804,46.0795053755452
0.582914572864322,46.448452901417
0.592964824120603,46.8034378931579
0.603015075376884,47.1449015275761
0.613065326633166,47.4732958323721
0.623115577889447,47.7890676658955
0.633165829145729,48.0926448405011
0.64321608040201,48.3844472891506
0.653266331658292,48.664889120553
0.663316582914573,48.9343721944353
0.673366834170854,49.193287230585
0.683417085427136,49.442015863886
0.693467336683417,49.6809291414306
0.703517587939699,49.9103869911197
0.71356783919598,50.1307390031571
0.723618090452261,50.3423244147732
0.733668341708543,50.5454718465731
0.743718592964824,50.7404995279551
0.753768844221106,50.9277155315106
0.763819095477387,51.1074178329388
0.773869346733668,51.2798944551442
0.78391959798995,51.445423697088
0.793969849246231,51.6042722534824
0.804020100502513,51.7567007146714
0.814070351758794,51.9029605419013
0.824120603015075,52.0432931463283
0.834170854271357,52.1779312769395
0.844221105527638,52.3070992508733
0.85427135678392,52.431013190612
0.864321608040201,52.5498812602593
0.874371859296482,52.6639039002357
0.884422110552764,52.7732740622896
0.894472361809045,52.8781774432711
0.904522613065327,52.978792715896
0.914572864321608,53.0752917564635
0.924623115577889,53.1678398693953
0.934673366834171,53.256596007864
0.944723618090452,53.3417129900512
0.954773869346734,53.4233377109043
0.964824120603015,53.5016113491787
0.974874371859296,53.576669569507
0.984924623115578,53.6486427193608
0.994974874371859,53.7176549615905
1.00502512562814,53.7838273853005
1.01507537688442,53.8472758776943
1.0251256281407,53.9081113762453
1.03517587939698,53.9664404076745
1.04522613065327,54.0223652532985
1.05527638190955,54.075984109154
1.06532663316583,54.1273912409644
1.07537688442211,54.1766771340246
1.08542713567839,54.2239286380866
1.09547738693467,54.269229107337
1.10552763819095,54.3126585355687
1.11557788944724,54.3542936866516
1.12562814070352,54.3942082204123
1.1356783919598,54.4324728140369
1.14572864321608,54.4691552791132
1.15577889447236,54.5043206744295
1.16582914572864,54.5380314146507
1.17587939698492,54.57034737499
1.18592964824121,54.6013259919956
1.19597989949749,54.6310218407958
1.20603015075377,54.6594882423508
1.21608040201005,54.6867759776019
1.22613065326633,54.7129336598502
1.23618090452261,54.7380079136752
1.24623115577889,54.7620434548592
1.25628140703518,54.7850831672297
1.26633165829146,54.8071681765254
1.27638190954774,54.8283379213915
1.28643216080402,54.8486302216044
1.2964824120603,54.8680813436258
1.30653266331658,54.8867260635819
1.31658291457286,54.9045977277625
1.32663316582915,54.9217283107295
1.33668341708543,54.9381484711243
1.34673366834171,54.9538876052595
1.35678391959799,54.9689738985773
1.36683417085427,54.9834343750564
1.37688442211055,54.9972949446428
1.38693467336683,55.0105804487825
1.39698492462312,55.0233144544246
1.4070351758794,55.0355200530098
1.41708542713568,55.0472191481863
1.42713567839196,55.0584327259592
1.43718592964824,55.0691809055298
1.44723618090452,55.0794829748693
1.4572864321608,55.0893574248528
1.46733668341709,55.0988219820087
1.47738693467337,55.1078936399396
1.48743718592965,55.1165886894657
1.49748743718593,55.124922747543
1.50753768844221,55.1329107850031
1.51758793969849,55.1405671531633
1.52763819095477,55.1479056093505
1.53768844221106,55.1549393413835
1.54773869346734,55.1616809910544
1.55778894472362,55.1681426766503
1.5678391959799,55.1743360145531
1.57788944723618,55.1802721399544
1.58793969849246,55.185961720869
1.59798994974874,55.1914148881484
1.60804020100503,55.1966415652828
1.61809045226131,55.2016511528077
1.62814070351759,55.206452661608
1.63819095477387,55.2110547290262
1.64824120603015,55.2154656343081
1.65829145728643,55.2196933134131
1.66834170854271,55.2237453732153
1.67839195979899,55.2276291051193
1.68844221105528,55.2313514981155
1.69849246231156,55.2349192512975
1.70854271356784,55.2383387858633
1.71859296482412,55.2416162566217
1.7286432160804,55.2447575630241
1.73869346733668,55.2477683597406
1.74874371859296,55.2506540668005
1.75879396984925,55.2534198793131
1.76884422110553,55.2560707767876
1.77889447236181,55.2586115320679
1.78894472361809,55.2610467123582
1.79899497487437,55.2633806696528
1.80904522613065,55.2656176511677
1.81909547738693,55.2677616850252
1.82914572864322,55.2698166321254
1.8391959798995,55.2717861930805
1.84924623115578,55.2736739148624
1.85929648241206,55.2754831971748
1.86934673366834,55.2772172985617
1.87939698492462,55.2788793422631
1.8894472361809,55.2804723218285
1.89949748743719,55.281999106497
1.90954773869347,55.2834624463555
1.91959798994975,55.2848649772831
1.92964824120603,55.2862092256899
1.93969849246231,55.2874976130606
1.94974874371859,55.2887324603085
1.95979899497487,55.2899159919504
1.96984924623116,55.2910503401072
1.97989949748744,55.2921375483396
1.98994974874372,55.2931795699435
2,55.2941782839979
