t,Psis_a,Psis_b,Psir_a,Psir_b
0.275133298578767,-0.941261260427717,1.12424044638608,-0.823790469342369,0.990794808582437
0.275445835767939,-1.04038287867603,1.12127956645962,-0.883670730624488,0.937576817487998
0.27556351932282,-1.07744453246332,1.11983448753147,-0.905072321445824,0.916442974968191
0.275563519322824,-1.07744453246444,1.11983448753142,-0.90507232144647,0.916442974967553
0.275876056511996,-1.12545261964834,1.0288200946636,-0.960099521091328,0.858430733325768
0.276188593701168,-1.17352161710021,0.938295812548356,-1.01133110869269,0.797019157787003
0.27650113089034,-1.22158796528131,0.848212268348976,-1.05854742555189,0.732399407889564
0.276748355538569,-1.25958546609425,0.777181304054269,-1.09360087163357,0.679579494579244
0.276867706493519,-1.27791450544519,0.742959513058932,-1.10975274189266,0.65354702296273
0.276904385843445,-1.27639476362578,0.732451851142812,-1.1145978835813,0.645472445400504
0.276941065193372,-1.27131118244319,0.721948940297295,-1.1193727537107,0.63736057185736
0.276977744543299,-1.26517376117845,0.711450743646327,-1.12407396069242,0.629211772298013
0.277014423893226,-1.25887883869778,0.700957184217368,-1.12870032588409,0.621026685118097
0.277137030476678,-1.23828946628058,0.665939334848583,-1.14314184165496,0.593210684836813
0.277137030476682,-1.23828946627998,0.665939334847568,-1.14314184165538,0.593210684836007
0.277294932147078,-1.2631037622297,0.620900221395176,-1.16087340795624,0.556920278415263
0.277452833817474,-1.28785148365222,0.57592979751483,-1.17751433775573,0.520089231601259
0.277610735487871,-1.31252266879291,0.531024701299739,-1.19303273212546,0.482740193768868
0.278280373788745,-1.41610612353844,0.341149861635834,-1.24704228886198,0.320059453735396
0.27895001208962,-1.51756692152599,0.152109030723916,-1.28078413007467,0.151506366587594
0.279178251880614,-1.55151593085516,0.0878311806971507,-1.28756297255484,0.0933252695412876
0.279178251880618,-1.55151593085568,0.0878311806961508,-1.28756297255493,0.0933252695403791
0.279419468826447,-1.50933206262916,0.020017353799219,-1.29061030548966,0.0312200583355118
0.279660685772276,-1.46768341358748,-0.047724628273085,-1.29038236558996,-0.030905174027703
0.279901902718106,-1.4265336006131,-0.115392736383438,-1.28685001785228,-0.0928975180745697
0.280080852218709,-1.39622001485122,-0.165546579941074,-1.2824526709074,-0.138606735108579
0.280080852218713,-1.39622001485062,-0.165546579942069,-1.2824526709073,-0.138606735109484
0.280361984778546,-1.43951446580514,-0.244235980039152,-1.27189641173135,-0.210109756524416
0.280643117338379,-1.4819761378779,-0.322810859342322,-1.25803952405959,-0.280905715704272
0.280822959973734,-1.50857266906051,-0.372993970676928,-1.24706861991769,-0.325617241945496
0.280822959973738,-1.50857266906103,-0.37299397067792,-1.24706861991747,-0.32561724194638
0.281104092533571,-1.45924023984465,-0.451345509129383,-1.22699691063689,-0.394740667204585
0.281385225093404,-1.41028736848387,-0.529545646731425,-1.2029760844272,-0.462614223537905
0.281666357653237,-1.36166000721595,-0.607572672708975,-1.17504265947725,-0.5290236656825
0.281865538185723,-1.3273455888764,-0.662767271945126,-1.15343519078378,-0.575335563349784
0.282064718718209,-1.29313796880405,-0.717874138460737,-1.13019369221252,-0.620899840666174
0.282097204335051,-1.28756900828804,-0.726852926545209,-1.12624109424825,-0.628255024711652
0.282129689951892,-1.28200286048027,-0.735828731666672,-1.12223826470805,-0.635584851319937
0.282162175568734,-1.2732728023192,-0.739316821120475,-1.11818391231914,-0.642885633074051
0.282194661185576,-1.26296705967534,-0.740068239201594,-1.11407641240167,-0.650153393514935
0.282235294706954,-1.24954705920418,-0.740080793923156,-1.10886271054907,-0.659193954875683
0.282275928228332,-1.23599620238409,-0.739855382228657,-1.10356457657567,-0.668177378584296
0.28231656174971,-1.22246834572313,-0.739658709545669,-1.09818246869569,-0.677102726223857
0.282357195271088,-1.20897568836121,-0.739512120312131,-1.09271704252629,-0.68596939000336
0.282396540413989,-1.19590635315591,-0.739353768152518,-1.08735153902602,-0.694494133874726
0.282396540413992,-1.19590635315473,-0.739353768152505,-1.08735153902553,-0.694494133875493
0.282653273647389,-1.15270651884588,-0.810842606693976,-1.0497097574819,-0.748442844459088
0.282910006880785,-1.10955101932627,-0.882074398082433,-1.00945983611697,-0.800535913883452
0.283166740114181,-1.06640656062627,-0.953021040511391,-0.96666597170584,-0.850629204548582
0.28385868986778,-0.949917078594614,-1.14275327674354,-0.840966158446075,-0.975876657077741
0.284438591011605,-0.851810274887833,-1.29974430392801,-0.72425532404661,-1.06832102398184
0.28443859101161,-0.85181027488692,-1.29974430392946,-0.724255324045478,-1.06832102398265
0.284699825415531,-0.765386824128773,-1.2969326459607,-0.66753829926989,-1.10457165059744
0.284961059819452,-0.679346511920887,-1.29461529138707,-0.608906968496597,-1.13750074249612
0.285222294223373,-0.593668304573611,-1.29274994462042,-0.548513072480185,-1.16698781502856
0.285341580286487,-0.554628815465769,-1.2919840854496,-0.520588636735704,-1.17944878561181
0.285341580286491,-0.554628815464608,-1.29198408544958,-0.520588636734868,-1.17944878561218
0.285635205060595,-0.506042860520877,-1.37219708374223,-0.450395175213774,-1.2070844101564
0.285928829834699,-0.457110986108311,-1.45155756443078,-0.379094756728649,-1.23121236927288
0.286084013118931,-0.431058750333912,-1.49301853764722,-0.340930117695533,-1.24205868302647
0.286084013118934,-0.431058750333315,-1.49301853764817,-0.340930117694659,-1.24205868302672
0.286377637893039,-0.334434052310608,-1.48931066320211,-0.267938811587811,-1.25981385881162
0.286613546676337,-0.257037343294123,-1.48652019279661,-0.208625561048233,-1.27113835276702
0.286849455459635,-0.179864493318157,-1.48387847795233,-0.148787788721862,-1.27954791351739
0.287085364242934,-0.102907255627151,-1.48134675506713,-0.0885639760671371,-1.28505285449324
0.287323152526614,-0.0255099422281008,-1.47886192255131,-0.0276272185735212,-1.28822307058852
0.287384106836317,-0.0056982659800767,-1.47823411811083,-0.0119752656131422,-1.28864399612688
0.287433216320439,0.00546975185511623,-1.46944322882777,0.000636234699807456,-1.28884346405619
0.28748232580456,0.0142482032889084,-1.45653024430273,0.0132424217063599,-1.28890209979391
0.287531435288682,0.0223183932831117,-1.4424071693618,0.0258393316329046,-1.28881388559676
0.287580544772804,0.0302807963891279,-1.42811372163736,0.0384245030646693,-1.28857729572312
0.287659895411855,0.0432750472666459,-1.40533386434829,0.0586504677569287,-1.28728717576203
0.287659895411859,0.0432750472672277,-1.40533386434727,0.0586504677578343,-1.28728717576197
0.287858403936274,0.107882502151784,-1.40403949010954,0.109304673395298,-1.28340319936189
0.288056912460689,0.172343400763474,-1.40270094703217,0.159812121104585,-1.27760714953991
0.288255420985105,0.236654029719581,-1.40129803619541,0.210100670348501,-1.26987813296646
0.288925059285979,0.452546383905321,-1.39584604829795,0.377203277670498,-1.23114445880634
0.289594697586854,0.666639375437792,-1.3888485321609,0.538761978711473,-1.17227848521405
0.289698653747445,0.699695460288425,-1.38756703003918,0.563126549572575,-1.16141596777653
0.289698653747448,0.699695460289554,-1.38756703003914,0.563126549573404,-1.16141596777615
0.289954835805052,0.7396806798039,-1.31278181379519,0.621754351482954,-1.13107295668762
0.290211017862656,0.779894330215698,-1.23855500179874,0.678540917813417,-1.09753537875787
0.29046719992026,0.82031196922911,-1.16484960292694,0.733315476066241,-1.06086690794333
0.290601550283592,0.841550158512885,-1.12633446662538,0.761247696174631,-1.04069051382464
0.290601550283595,0.841550158513447,-1.12633446662436,0.761247696175362,-1.0406905138241
0.290914134580378,0.941332371535887,-1.1241954211419,0.823947009037751,-0.990515654715508
0.291226718877162,1.04047001309033,-1.12122999610842,0.883817026766092,-0.937283742197744
0.291344289268021,1.07749626628074,-1.11978470973266,0.905190554028497,-0.916168361257757
0.291344289268024,1.07749626628186,-1.11978470973261,0.905190554029143,-0.916168361257119
0.291656873564807,1.12551245006709,-1.02875286104243,0.960207201048114,-0.858143831580119
0.29196945786159,1.17358923286404,-0.938211284702356,1.01142708626675,-0.796720279861406
0.292282042158374,1.22166302586012,-0.848110605925249,1.05863056899489,-0.732088954390982
0.292529296521734,1.25966505818377,-0.777068341076509,1.09367222013018,-0.679261767255357
0.292648657053575,1.27799548670531,-0.742842484959678,1.10981761777139,-0.653226959885648
0.292685338366781,1.27647562961294,-0.732333857186227,1.11466062895116,-0.645151906088302
0.292722019679988,1.27139173853097,-0.721829981733251,1.11943336419392,-0.637039571458025
0.292758700993194,1.26525394733245,-0.711330821748813,1.12413243167449,-0.628890325945563
0.2927953823064,1.25895864295778,-0.700836300279925,1.12875665277847,-0.620704807944675
0.292918032070032,1.23836181192884,-0.665804793281302,1.14319529305965,-0.592879280685746
0.292918032070036,1.23836181192824,-0.665804793280287,1.14319529306007,-0.59287928068494
0.293075936196899,1.26317625669113,-0.620763309697638,1.16091657184003,-0.556588771321906
0.293233840323763,1.28792403974041,-0.575790537930363,1.17754727128945,-0.51975795157125
0.293391744450627,1.31259519862941,-0.530883118971155,1.19305550493329,-0.482409472159077
0.294061382751501,1.41617607872281,-0.341001704521314,1.24702232575845,-0.319736966930377
0.294731021052376,1.51763296051978,-0.151954922263954,1.2807242261955,-0.151197676845792
0.294958839948977,1.55151805279722,-0.08779368909166,1.28747999616092,-0.0931300746043312
0.294958839948981,1.55151805279774,-0.08779368909066,1.28747999616101,-0.0931300746034228
0.295200066168024,1.50933138939063,-0.0199752980636649,1.29051908078232,-0.0310299003270794
0.295441292387066,1.46767989946388,0.0477711201414441,1.2902831476831,0.0310899230029326
0.295682518606109,1.4265272011387,0.115443530974869,1.286743087108,0.0930765132915214
0.295861458951027,1.3962141548716,0.165595995535927,1.28234067047781,0.138777198422051
0.295861458951031,1.396214154871,0.165595995536922,1.28234067047771,0.138777198422957
0.29614261483137,1.43951044447042,0.244293609178003,1.27177581225339,0.210276028921297
0.296423770711709,1.48197373647453,0.32287650469653,1.25791054518769,0.281067341180036
0.296603554667041,1.50856027986348,0.373044075165262,1.24693893713647,0.325757314592112
0.296603554667044,1.50856027986401,0.373044075166253,1.24693893713625,0.325757314592996
0.296884710547384,1.45922195297277,0.451403320292295,1.22686001056336,0.39487565758388
0.297165866427723,1.41026319750275,0.529610959262744,1.20283211366,0.462743728296697
0.297447022308062,1.36162996313469,0.607645272928474,1.17489179014119,0.529147305657147
0.297646226860371,1.32731009879856,0.662847009162265,1.15327866743458,0.575456612127359
0.297845431412679,1.29309704412119,0.71796090977512,1.13003147253783,0.621018083913901
0.297877919645733,1.28752742131436,0.726940475167586,1.12607810150614,0.62837249472873
0.297910407878787,1.2819606112425,0.735917054541494,1.12207450241371,0.635701543136688
0.297942896111842,1.27322963609301,0.739405473915388,1.11801938360152,0.643001541224586
0.297975384344896,1.26292284991954,0.740156999780787,1.11391112003814,0.650268511991277
0.29801602004468,1.24950185667429,0.740169600287593,1.10869660821761,0.659307834124053
0.298056655744465,1.23595000714862,0.739944230358901,1.1033976729158,0.668290011681825
0.29809729144425,1.22242116011383,0.73974759928913,1.09801477240034,0.677214106325632
0.298137927144034,1.20892751437651,0.739601050909217,1.09254856235811,0.686079510374851
0.298177291982548,1.1958513858057,0.739442670576571,1.08717989327414,0.694606825952434
0.298177291982552,1.19585138580452,0.739442670576558,1.08717989327366,0.694606825953201
0.298434041413577,1.15264719234347,0.810936203435664,1.04953298950128,0.748547698775826
0.298690790844602,1.10948733043756,0.882172502282445,1.00927831165961,0.800632739974561
0.298947540275627,1.06633850899004,0.953123460409696,0.966480074610131,0.850717827540973
0.299639558638335,0.949833080185684,1.14287325334249,0.840765476425168,0.97594676387903
0.3,0.888969431434666,1.24074868814928,0.769211470404401,1.03503469161594
