t,f_05,f_1,f_2,f_5,f_10,f_20,f_50
0.0733466933867735,235396.728273083,117433.526269954,58262.3814038785,22953.9263712602,11443.7683804391,5860.59676029134,2342.95541274972
0.07374749498998,237019.393202161,118453.432041887,59176.3698649909,23628.8320060454,11522.4360888167,5876.48858804782,2294.19642872125
0.0741482965931864,237688.718505825,118789.227084176,59324.149909342,23673.8310813437,11775.4895738567,5865.28247273103,2317.58235987001
0.0745490981963928,238396.755375823,119138.161089252,59496.789705213,23717.7989242151,11813.2828361791,5838.88383516604,2325.06958611037
0.0749498997995992,239204.118041473,119550.978497804,59709.9578067275,23809.1959613942,11828.0078774891,5804.72870730719,2356.3082360922
0.0753507014028056,240035.046227343,119962.138049483,59899.9208701845,23881.7072996115,11855.6308953608,5952.23621635202,2340.67435340469
0.075751503006012,238005.343426877,119202.202822923,59981.9909902876,23976.4903832372,11919.7320588854,5990.20573902448,2368.26715782684
0.0761523046092184,234959.362730077,117425.707002674,58666.1619846414,23515.0403543815,11977.7378992256,6018.48174007811,2321.48683534026
0.0765531062124249,235807.231632447,117850.573610336,58850.9601130365,23481.8433080121,11893.5384238465,6016.19352271912,2350.68432007742
0.0769539078156313,236589.919149574,118220.310178911,59041.7411283389,23594.7149738763,11720.8050475718,6033.19491737729,2327.17599595546
0.0773547094188377,237403.885500769,118659.30283873,59273.0347386882,23641.4157592099,11765.638500929,6044.49082459552,2337.78035195159
0.0777555110220441,238252.23571598,119066.147848259,59463.5366853187,23729.3387442812,11793.4921837198,6050.34945017267,2369.1988475143
0.0781563126252505,239113.976310326,119494.222336337,59657.2142434651,23818.8038668812,11856.6941548614,5930.02870801863,2348.05389548186
0.0785571142284569,239981.909068782,119936.457460531,59888.8743005902,23891.9486390267,11864.5275560432,5959.05379809902,2374.36963357477
0.0789579158316633,240836.269653244,120354.697257921,60103.9287432868,23973.8562091502,11914.4756651825,5972.72012563034,2328.53054850399
0.0793587174348697,241720.824536312,120787.376291923,60307.9258750918,24054.113544211,11968.6340121003,5965.67142019976,2357.74381401872
0.0797595190380762,242581.501516114,121230.618351896,60548.3325816775,24131.1159533824,11981.6103148522,5988.02742645078,2342.17754309075
0.0801603206412826,244289.482771233,122018.557324532,60874.4697232041,24229.3075412068,12055.5922030333,6018.10890416119,2352.19934459744
0.080561122244489,246291.197735295,123042.430991487,61402.9125206606,24423.3660130723,12113.5642803058,6041.25504062461,2374.51845355919
0.0809619238476954,247943.414279671,123858.362217142,61841.6730180785,24623.4459742506,12161.8573997318,6070.04499661758,2395.96745175393
0.0813627254509018,248129.431914639,124075.303244681,62059.3230055035,24776.1179280905,12274.8286733136,6089.94971530253,2403.38044810521
0.0817635270541082,247292.105678972,123639.31499159,61843.625194177,24772.9945382825,12342.6337217447,6123.8158952483,2342.31693717102
0.0821643286573146,247044.474526089,123503.105943131,61745.4229639645,24700.6897185603,12385.7032293432,6149.83118438572,2362.89807340518
0.082565130260521,247356.724971379,123632.672624818,61771.1375568521,24680.5359671928,12308.6629274375,6197.04511116975,2343.79585436828
0.0829659318637275,248250.419019096,124063.3943696,61961.3185094228,24723.0392156877,12316.2789812653,6232.26820132737,2359.59882958418
0.0833667334669339,248402.527202321,124208.8391343,62139.710273502,24816.629919505,12341.5796636634,6256.29246276322,2390.83042410278
0.0837675350701403,247251.187329567,123678.487588019,61892.1155812816,24816.6677198731,12382.4167123403,6230.5195324831,2392.07417116052
0.0841683366733467,246126.731121076,123056.675269798,61493.6571580046,24687.2350027008,12403.9958824813,6202.23168208684,2393.75396138386
0.0845691382765531,246071.789673421,123025.592657353,61481.7533456775,24585.5550082899,12354.0890679676,6233.70289789446,2401.5866367265
0.0849699398797595,246141.979632285,123047.557917214,61475.5700288265,24584.3806259205,12294.0676997312,6272.27443198819,2412.34669828698
0.0853707414829659,246288.178964758,123102.290011252,61499.7480840397,24590.5798404085,12277.2495514556,6283.29037358361,2411.5977019748
0.0857715430861724,249924.442882297,124621.13073809,61886.0495096041,24595.8414685018,12263.2470119522,6255.09017036904,2420.06412472124
0.0861723446893788,253561.265306162,126747.211183464,63330.8763502926,25192.4484772543,12284.5000104274,6215.46897681505,2467.83639607998
0.0865731462925852,252475.680314657,126692.392713316,63426.6627034637,25310.4318337737,12398.8728383804,6210.75101662318,2488.12315364869
0.0869739478957916,247529.108305193,123752.527930586,61804.1383157656,25128.6176924074,12618.8701881288,6195.2628642553,2487.63708295626
0.087374749498998,248016.79854777,123963.618649775,61948.7178514555,24757.2433022131,12644.5045486626,6200.44997039701,2488.65610361594
0.0877755511022044,248425.364375856,124203.666236721,62004.8979878658,24794.0172166122,12360.4884561841,6221.90308679621,2488.84049975409
0.0881763527054108,248906.318979376,124422.297278715,62142.619949465,24822.7968220214,12365.7629609642,6377.22951299071,2488.60656445001
0.0885771543086172,249371.795474451,124651.792958032,62267.0117224018,24872.948121004,12412.4366711736,6390.09308688303,2495.64814175301
0.0889779559118237,249830.85554323,124880.650614372,62363.8431874916,24922.5919309863,12412.7988047812,6316.29951448539,2505.62097788498
0.0893787575150301,250242.159915735,125102.066518777,62486.8683542871,24969.7130243793,12414.052319577,6248.59562064895,2485.75870149079
0.0897795591182365,250640.944698508,125262.800199685,62593.3171745187,25014.1936774242,12465.3129622637,6285.3518881756,2458.73250501687
0.0901803607214429,250999.200020338,125466.440564155,62688.3530213779,25064.7957195373,12470.3110770963,6263.29817731584,2441.96280376179
0.0905811623246493,251300.349182181,125620.522228382,62771.4205396104,25077.5670582906,12488.7611921625,6273.20271128749,2453.47360819671
0.0909819639278557,251467.24334944,125731.994971466,62835.1152244114,25133.2101602174,12531.8704171526,6278.29233415351,2429.57104778546
0.0913827655310621,251702.673892975,125892.77435611,63035.0055190077,25162.6946460185,12512.5,6297.73604828382,2438.75391912599
0.0917835671342686,250971.485311268,125503.478886294,62801.7064558721,25157.6173048665,12562.3505976091,6303.90960311108,2499.24789426821
